task,input,output,possible_outputs
negation,Leap Castle is located in Ireland.,Leap Castle is not located in Ireland.,
negation,Romance is passion.,Romance is not passion.,
negation,Thousands of Huguenots were killed by Catholics.,Thousands of Huguenots were not killed by Catholics.,
negation,Luther started to pursue and immediately dropped the educational study of law.,Luther did not start to pursue and immediately drop the educational study of law.,
negation,Supporters of Islamism believe their views reflect Islam.,Supporters of Islamism believe their views do not reflect Islam.,
negation,Art is subjective.,Art is not subjective.,
negation,Thomas D. Singleton died in Raleigh.,Thomas D. Singleton did not die in Raleigh.,
negation,THe location of the 2003 Rose revolution is Georgia.,THe location of the 2003 Rose revolution is not Georgia.,
negation,Der Scutt died in Manhattan.,Der Scutt did not die in Manhattan.,
negation,Simon Laurens was born in Jersey.,Simon Laurens was not born in Jersey.,
negation,Rowland Brotherhood died in Bristol.,Rowland Brotherhood did not die in Bristol.,
negation,Furan consists of carbon.,Furan does not consist of carbon.,
negation,Competing requires an opponent.,Competing does not require an opponent.,
negation,Humans can plan.,Humans cannot plan.,
negation,A 0.3% prevalence of sexual abuse by professionals has been shown in England.,A 0.3% prevalence of sexual abuse by professionals has not been shown in England.,
negation,Zhu Shijie did work similar the modern math concept of matrices.,Zhu Shijie did not work similar the modern math concept of matrices.,
negation,Manatawny Creek is located in Pennsylvania.,Manatawny Creek is not located in Pennsylvania.,
negation,Robert is loud.,Robert is not loud.,
negation,Leafs are green.,Leafs are not green.,
negation,Some people are wise.,Some people are not wise.,
negation,Tires are circular.,Tires are not circular.,
negation,The Norman architecture idiom is the Romanesque.,The Norman architecture idiom is not the Romanesque.,
negation,Steve Arrington was born in Dayton.,Steve Arrington was not born in Dayton.,
negation,Neil Williams was born in Canada.,Neil Williams was not born in Canada.,
negation,Xenon is an element.,Xenon is not an element.,
negation,Doves can fly.,Doves cannot fly.,
negation,The world is beautiful.,The world is not beautiful.,
negation,Giovanni Battista Primi died in Genoa.,Giovanni Battista Primi did not die in Genoa.,
negation,Computers can multitask.,Computers cannot multitask.,
negation,"In 2009, Doctor Who started to be shown on Canadian cable station Space.","In 2009, Doctor Who did not start to be shown on Canadian cable station Space.",
negation,Katana is made of steel.,Katana is not made of steel.,
negation,The mayor of Warsaw called is called the President.,The mayor of Warsaw called is not called the President.,
negation,Mewat is located in India.,Mewat is not located in India.,
negation,Eve Adler died in Russia.,Eve Adler did not die in Russia.,
negation,The later Yuan emperors were disinterested in administration.,The later Yuan emperors were not disinterested in administration.,
negation,"A country that has problem with classroom discipline, even though scores on tests are high, is Japan.","A country that has problem with classroom discipline, even though scores on tests are high, is not Japan.",
negation,Many vegetables are green.,Many vegetables are not green.,
negation,A priest can baptise.,A priest cannot baptise.,
negation,Herpa Wings was founded in Germany.,Herpa Wings was not founded in Germany.,
negation,Ola plays jazz music.,Ola does not play jazz music.,
negation,Michelangelo died in Rome.,Michelangelo did not die in Rome.,
negation,George Hurst was born in Edinburgh.,George Hurst was not born in Edinburgh.,
negation,Charles Knott died in Southampton.,Charles Knott did not die in Southampton.,
negation,Tom Luken was born in Cincinnati.,Tom Luken was not born in Cincinnati.,
negation,The force that acts on bodies to retard their velocity is friction.,The force that acts on bodies to retard their velocity is not friction.,
negation,Ozone is a compound.,Ozone is not a compound.,
negation,Silvana Cruciata was born in Naples.,Silvana Cruciata was not born in Naples.,
negation,Typing requires practice.,Typing does not require practice.,
negation,MSPs who are not in the chamber when the division bell rings return to vote.,MSPs who are not in the chamber when the division bell rings do not return to vote.,
negation,The official language of jersiais is English.,The official language of jersiais is not English.,
negation,Free movement in the EU is increasingly based on citizenship.,Free movement in the EU is not increasingly based on citizenship.,
negation,lactulose is a medicine.,lactulose is not a medicine.,
negation,Jacques d'Agar was born in Paris.,Jacques d'Agar was not born in Paris.,
negation,Frederick Hickford was born in Brunswick.,Frederick Hickford was not born in Brunswick.,
negation,"Anthony Veiller died in Hollywood, California.","Anthony Veiller did not die in Hollywood, California.",
negation,Tesla's property was sent to Belgrade.,Tesla's property was not sent to Belgrade.,
negation,Pericles A. Sakellarios died in Athens.,Pericles A. Sakellarios did not die in Athens.,
negation,al-Gama'a al-Islamiyya use violence to get its way.,al-Gama'a al-Islamiyya do not use violence to get its way.,
negation,William Macomb died in Detroit.,William Macomb did not die in Detroit.,
negation,Sugar can be melted.,Sugar cannot be melted.,
negation,Frank R. Reid was born in Aurora.,Frank R. Reid was not born in Aurora.,
negation,Sedimentary rock often includes torn up gravel.,Sedimentary rock never includes torn up gravel.,
negation,Lusia Strus is a film actress by profession.,Lusia Strus is not a film actress by profession.,
negation,Iron can be melted.,Iron cannot be melted.,
negation,"Arthur Kinnaird, 11th Lord Kinnaird was born in Kensington.","Arthur Kinnaird, 11th Lord Kinnaird was not born in Kensington.",
negation,Russell Stannard was born in London.,Russell Stannard was not born in London.,
negation,Confidence can be shared.,Confidence cannot be shared.,
negation,Submarines can dive.,Submarines cannot dive.,
negation,Vikramarkudu was created in India.,Vikramarkudu was not created in India.,
negation,"In Groner v Minister for Education, the Court of Justice accepted Gaelic to be required to teach in Dublin colleges.","In Groner v Minister for Education, the Court of Justice did not accept Gaelic to be required to teach in Dublin colleges.",
negation,House Speaker is a legal term in Pennsylvania.,House Speaker is not a legal term in Pennsylvania.,
negation,"Winterpills was founded in Northampton, Massachusetts.","Winterpills was not founded in Northampton, Massachusetts.",
negation,Henry Tozer died in Rotterdam.,Henry Tozer did not die in Rotterdam.,
negation,A teacher would help a student with their learning disability.,A teacher would not help a student with their learning disability.,
negation,Sometimes skating causes injuries.,Sometimes skating does not cause injuries.,
negation,undecane consists of carbon.,undecane does not consist of carbon.,
negation,The birds are singing.,The birds are not singing.,
negation,Alligators are carnivorous.,Alligators are not carnivorous.,
negation,Enthusiastic teachers cause beneficial relationships.,Enthusiastic teachers do not cause beneficial relationships.,
negation,The original language of Le chiavi di casa is Italian.,The original language of Le chiavi di casa is not Italian.,
negation,Bones are stiff.,Bones are not stiff.,
negation,The Japanese residents of Fresno primarily lived in the ethnic neighborhood of Chinatown in Fresno in 1940.,The Japanese residents of Fresno primarily did not live in the ethnic neighborhood of Chinatown in Fresno in 1940.,
negation,Some roofs are flat.,Some roofs are not flat.,
negation,La Voz was written in Spanish.,La Voz was not written in Spanish.,
negation,Arthur Bingham Walkley was born in Bristol.,Arthur Bingham Walkley was not born in Bristol.,
negation,Skiing is for excitement.,Skiing is not for excitement.,
negation,Rocks are solid.,Rocks are not solid.,
negation,"Genghis Khan sent for his sons in the spring of 1223, but Jochi remained in Khorasan.","Genghis Khan sent for his sons in the spring of 1223, but Jochi did not remaine in Khorasan.",
negation,Alexander Wilson was born in Virginia.,Alexander Wilson was not born in Virginia.,
negation,The capital of the Ottoman empire was Istanbul.,The capital of the Ottoman empire was not Istanbul.,
negation,Concrete is sturdy.,Concrete is not sturdy.,
negation,Luther said that Christians must not slacken in following Christ.,Luther said that Christians must slacken in following Christ.,
negation,Tooth & Nail Records was founded in California.,Tooth & Nail Records was not founded in California.,
negation,"Welsh Guards is located in London, England.","Welsh Guards is not located in London, England.",
negation,Des Abbott was born in Darwin.,Des Abbott was not born in Darwin.,
negation,Peter Cooper was born in Salisbury.,Peter Cooper was not born in Salisbury.,
negation,Ellie Tesher was born in Toronto.,Ellie Tesher was not born in Toronto.,
negation,Pigs are intelligent.,Pigs are not intelligent.,
negation,Squash is a sport.,Squash is not a sport.,
negation,thiazole consists of carbon.,thiazole does not consist of carbon.,
negation,The country that has the most factories that pollute the Rhine is Switzerland.,The country that has the most factories that pollute the Rhine is not Switzerland.,
negation,The cat is thirsty.,The cat is not thirsty.,
negation,The 20th anniversary special show of Doctor Who was shown on PBS before being shown on BBC.,The 20th anniversary special show of Doctor Who was  not shown on PBS before being shown on BBC.,
negation,The tenth largest ethnic group located in Jacksonville is Arab.,The tenth largest ethnic group not located in Jacksonville is Arab.,
negation,John Mure died in Glasgow.,John Mure did not die in Glasgow.,
negation,%C3%81lvarez de Paz was born in Toledo.,%C3%81lvarez de Paz was not born in Toledo.,
negation,Nanotubes are small.,Nanotubes are not small.,
negation,Go is a boardgame.,Go is not a boardgame.,
negation,The lotion is sticky.,The lotion is not sticky.,
negation,Bacteria can be killed.,Bacteria cannot be killed.,
negation,Some rice is black.,Some rice is not black.,
negation,Children like simple things.,Children do not like simple things.,
negation,MQSeries is developed by IBM.,MQSeries is not developed by IBM.,
negation,The sporting capital of Australia is Melbourne.,The sporting capital of Australia is not Melbourne.,
negation,Tinkerbell is a fairy.,Tinkerbell is not a fairy.,
negation,Photosynthesis releases oxygen into the Earth's atmosphere.,Photosynthesis does not release oxygen into the Earth's atmosphere.,
negation,The original language of The Adventure Game is English.,The original language of The Adventure Game is not English.,
negation,People are flawed.,People are not flawed.,
negation,Driving requires eyesight.,Driving does not require eyesight.,
negation,Changes in the appearance of Doctor Who are explained by regeneration.,Changes in the appearance of Doctor Who are not explained by regeneration.,
negation,Marco Glaviano was born in Palermo.,Marco Glaviano was not born in Palermo.,
negation,Luther writes that this life doesn't have justice.,Luther writes that this life has justice.,
negation,The name of the first episode of the new Doctor Who series was Rose.,The name of the first episode of the new Doctor Who series was not Rose.,
negation,An important factor for the growth of the economy is Education.,An important factor for the growth of the economy is not Education.,
negation,Donald Steven was born in Montreal.,Donald Steven was not born in Montreal.,
negation,Yambol Peak is located in Antarctica.,Yambol Peak is not located in Antarctica.,
negation,Peole can dance.,Peole cannot dance.,
negation,Confidence is contagious.,Confidence is not contagious.,
negation,N-methylmorpholine N-oxide consists of molecular oxygen.,N-methylmorpholine N-oxide does not consist of molecular oxygen.,
negation,Students who are receptive to the teacher get passion.,Students who are receptive to the teacher do not get passion.,
negation,The headquarter of Lloyd is in Bremen.,The headquarter of Lloyd is not in Bremen.,
negation,The official language of Lemi is Finnish.,The official language of Lemi is not Finnish.,
negation,Salsa is generally fun.,Salsa is not generally fun.,
negation,Hallgeir Langeland was born in Strand.,Hallgeir Langeland was not born in Strand.,
negation,Genghis Khan took Xiliang-fu from the Tanguts in the autumn.,Genghis Khan did not take Xiliang-fu from the Tanguts in the autumn.,
negation,HAMAS want to establish an Islamic state in Palestine.,HAMAS do not want to establish an Islamic state in Palestine.,
negation,Gamaliel Bradford died in Cambridge.,Gamaliel Bradford did not die in Cambridge.,
negation,A Turing machine handles symbols on a strip of tape.,A Turing machine does not handle symbols on a strip of tape.,
negation,Children are innocent.,Children are not innocent.,
negation,Edward Vesala plays jazz music.,Edward Vesala does not play jazz music.,
negation,Yakubu Gowon is a politician by profession.,Yakubu Gowon is not a politician by profession.,
negation,Judy Dunaway was born in Mississippi.,Judy Dunaway was not born in Mississippi.,
negation,The original language of The Purple Taxi is French.,The original language of The Purple Taxi is not French.,
negation,John Ferrar Holms was born in India.,John Ferrar Holms was not born in India.,
negation,Some orchids are purple.,Some orchids are not purple.,
negation,Nikola Tesla was born in modern-day Croatia.,Nikola Tesla was not born in modern-day Croatia.,
negation,The Saint-Evroul monks were known for the singing tradition.,The Saint-Evroul monks were not known for the singing tradition.,
negation,Murphy was an optimist.,Murphy was not an optimist.,
negation,Era Bell Thompson died in Chicago.,Era Bell Thompson did not die in Chicago.,
negation,Hydroxylamine consists of oxygen.,Hydroxylamine does not consist of oxygen.,
negation,Bandai was founded in Tokyo.,Bandai was not founded in Tokyo.,
negation,Quebec received Huguenot immigrants.,Quebec did not receive Huguenot immigrants.,
negation,Lurther's speech in Wittenberg was attened by students.,Lurther's speech in Wittenberg was not attened by students.,
negation,Granite can be carved.,Granite cannot be carved.,
negation,Pepper is black.,Pepper is not black.,
negation,The baptismal hymn was used in Halle to introduce the Reformation.,The baptismal hymn was not used in Halle to introduce the Reformation.,
negation,Karl Ohs died in Helena.,Karl Ohs did not die in Helena.,
negation,Plants are stationary.,Plants are not stationary.,
negation,Pierre-Jules Cavelier died in Paris.,Pierre-Jules Cavelier did not die in Paris.,
negation,FtsZ1 and FtsZ2 are proteins.,FtsZ1 and FtsZ2 are not proteins.,
negation,Robert A. Richardson died in Marion.,Robert A. Richardson did not die in Marion.,
negation,Walter Richard Cassels died in London.,Walter Richard Cassels did not die in London.,
negation,The Panthers head coach for the 2015 season was Rivera.,The Panthers head coach for the 2015 season was not Rivera.,
negation,Quran is a religious text.,Quran is  not a religious text.,
negation,A philosophical discussion of force was provided by Aristotle.,A philosophical discussion of force was not provided by Aristotle.,
negation,Horses run fast.,Horses do not run fast.,
negation,Martyn Joseph was born in Wales.,Martyn Joseph was not born in Wales.,
negation,Peter Elmsley died in Brighton.,Peter Elmsley did not die in Brighton.,
negation,Victoria's largest non-Christian religion is Buddhism.,Victoria's largest non-Christian religion is not Buddhism.,
negation,George B. Rabb was born in Charleston.,George B. Rabb was not born in Charleston.,
negation,Oceans are wide.,Oceans are not wide.,
negation,Research Machines was founded in Oxford.,Research Machines was not founded in Oxford.,
negation,Lockier Burges died in Perth.,Lockier Burges did not die in Perth.,
negation,molecule consists of atomic structure.,molecule does not consist of atomic structure.,
negation,The Normans combine with the Irish culture in Ireland.,The Normans combine with the Irish culture in Ireland.,
negation,According to Luther the faith's greatest enemy is reason.,According to Luther the faith's greatest enemy is not reason.,
negation,The Super Bowl sponsor was the Gap clothing company.,The Super Bowl sponsor was not the Gap clothing company.,
negation,The original language of Les Nanas is French.,The original language of Les Nanas is not French.,
negation,Duncan Ban MacIntyre died in Edinburgh.,Duncan Ban MacIntyre did not die in Edinburgh.,
negation,Joseph Haydn plays opera music.,Joseph Haydn does not play opera music.,
negation,MSX-DOS is developed by Microsoft.,MSX-DOS is not developed by Microsoft.,
negation,Bill Stall died in Sacramento.,Bill Stall did not die in Sacramento.,
negation,A steam plant compared to that of an internal combustion engine has lower power-to-weight ratio.,A steam plant compared to that of an internal combustion engine has not lower power-to-weight ratio.,
